,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Tipo de rebanho bovino (Código),Tipo de rebanho bovino,Tipo de inspeção (Código),Tipo de inspeção
154,1,Brasil,2,Percentual,16.83,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
155,1,Brasil,2,Percentual,33.48,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
156,1,Brasil,2,Percentual,41.94,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
157,1,Brasil,2,Percentual,37.58,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
158,1,Brasil,2,Percentual,3.12,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
159,1,Brasil,2,Percentual,11.22,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
160,1,Brasil,2,Percentual,23.24,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
161,1,Brasil,2,Percentual,52.54,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
162,1,Brasil,2,Percentual,9.80,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
163,1,Brasil,2,Percentual,16.83,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
164,1,Brasil,2,Percentual,25.91,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
165,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
166,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
167,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
168,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
169,1,Brasil,2,Percentual,100.00,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
170,1,Brasil,2,Percentual,17.28,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
171,1,Brasil,2,Percentual,36.24,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
172,1,Brasil,2,Percentual,46.48,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
173,1,Brasil,2,Percentual,94.12,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
174,1,Brasil,2,Percentual,17.01,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
175,1,Brasil,2,Percentual,34.02,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
176,1,Brasil,2,Percentual,43.10,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
177,1,Brasil,2,Percentual,92.25,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
178,1,Brasil,2,Percentual,16.83,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
179,1,Brasil,2,Percentual,33.48,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
180,1,Brasil,2,Percentual,41.94,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
181,1,Brasil,2,Percentual,37.58,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
182,1,Brasil,2,Percentual,3.12,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
183,1,Brasil,2,Percentual,11.22,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
184,1,Brasil,2,Percentual,23.24,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
185,1,Brasil,2,Percentual,52.54,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
186,1,Brasil,2,Percentual,9.80,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
187,1,Brasil,2,Percentual,16.83,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
188,1,Brasil,2,Percentual,25.91,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
189,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
190,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
191,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
192,1,Brasil,2,Percentual,...,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
193,1,Brasil,24,Cabeças,11278984,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
194,1,Brasil,24,Cabeças,8088809,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
195,1,Brasil,24,Cabeças,2529258,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
196,1,Brasil,24,Cabeças,660917,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
197,1,Brasil,24,Cabeças,5620376,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
198,1,Brasil,24,Cabeças,4659940,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
199,1,Brasil,24,Cabeças,789062,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
200,1,Brasil,24,Cabeças,171374,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
201,1,Brasil,24,Cabeças,3458118,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
202,1,Brasil,24,Cabeças,1830882,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
203,1,Brasil,24,Cabeças,1265894,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
204,1,Brasil,24,Cabeças,361342,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
205,1,Brasil,24,Cabeças,494838,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
206,1,Brasil,24,Cabeças,347400,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
207,1,Brasil,24,Cabeças,101445,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
208,1,Brasil,24,Cabeças,45993,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
209,1,Brasil,24,Cabeças,1705652,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
210,1,Brasil,24,Cabeças,1250587,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
211,1,Brasil,24,Cabeças,372857,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
212,1,Brasil,24,Cabeças,82208,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
213,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
214,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
215,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
216,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
217,1,Brasil,24,Cabeças,3846130,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
218,1,Brasil,24,Cabeças,2766528,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
219,1,Brasil,24,Cabeças,854522,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
220,1,Brasil,24,Cabeças,225080,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
221,1,Brasil,24,Cabeças,1873123,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
222,1,Brasil,24,Cabeças,1552288,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
223,1,Brasil,24,Cabeças,263687,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
224,1,Brasil,24,Cabeças,57148,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
225,1,Brasil,24,Cabeças,1206773,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
226,1,Brasil,24,Cabeças,651835,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
227,1,Brasil,24,Cabeças,431170,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
228,1,Brasil,24,Cabeças,123768,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
229,1,Brasil,24,Cabeças,163389,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
230,1,Brasil,24,Cabeças,114418,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111737,Federal
231,1,Brasil,24,Cabeças,33780,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111738,Estadual
232,1,Brasil,24,Cabeças,15191,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111739,Municipal
233,1,Brasil,24,Cabeças,602845,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,118225,Total
234,1,Brasil,24,Cabeças,447987,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111737,Federal
235,1,Brasil,24,Cabeças,125885,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111738,Estadual
236,1,Brasil,24,Cabeças,28973,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111739,Municipal
237,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,118225,Total
238,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111737,Federal
239,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111738,Estadual
240,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
241,1,Brasil,24,Cabeças,3666632,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
242,1,Brasil,24,Cabeças,2623005,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
243,1,Brasil,24,Cabeças,825766,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
244,1,Brasil,24,Cabeças,217861,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
245,1,Brasil,24,Cabeças,1816106,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
246,1,Brasil,24,Cabeças,1499434,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
247,1,Brasil,24,Cabeças,260237,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
248,1,Brasil,24,Cabeças,56435,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
249,1,Brasil,24,Cabeças,1133112,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
250,1,Brasil,24,Cabeças,600843,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
251,1,Brasil,24,Cabeças,414281,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
252,1,Brasil,24,Cabeças,117988,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
253,1,Brasil,24,Cabeças,159207,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
254,1,Brasil,24,Cabeças,110019,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
255,1,Brasil,24,Cabeças,33583,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
256,1,Brasil,24,Cabeças,15605,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
257,1,Brasil,24,Cabeças,558207,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
258,1,Brasil,24,Cabeças,412709,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
259,1,Brasil,24,Cabeças,117665,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
260,1,Brasil,24,Cabeças,27833,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
261,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
262,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
263,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
264,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
265,1,Brasil,24,Cabeças,3766222,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
266,1,Brasil,24,Cabeças,2699276,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
267,1,Brasil,24,Cabeças,848970,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
268,1,Brasil,24,Cabeças,217976,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
269,1,Brasil,24,Cabeças,1931147,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
270,1,Brasil,24,Cabeças,1608218,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
271,1,Brasil,24,Cabeças,265138,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
272,1,Brasil,24,Cabeças,57791,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
273,1,Brasil,24,Cabeças,1118233,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
274,1,Brasil,24,Cabeças,578204,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
275,1,Brasil,24,Cabeças,420443,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
276,1,Brasil,24,Cabeças,119586,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
277,1,Brasil,24,Cabeças,172242,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
278,1,Brasil,24,Cabeças,122963,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
279,1,Brasil,24,Cabeças,34082,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
280,1,Brasil,24,Cabeças,15197,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
281,1,Brasil,24,Cabeças,544600,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
282,1,Brasil,24,Cabeças,389891,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
283,1,Brasil,24,Cabeças,129307,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
284,1,Brasil,24,Cabeças,25402,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
285,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
286,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
287,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
288,1,Brasil,24,Cabeças,...,1,Brasil,284,Animais abatidos,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
289,1,Brasil,2,Percentual,100.00,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
290,1,Brasil,2,Percentual,71.72,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
291,1,Brasil,2,Percentual,22.42,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
292,1,Brasil,2,Percentual,5.86,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
293,1,Brasil,2,Percentual,49.83,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
294,1,Brasil,2,Percentual,41.32,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
295,1,Brasil,2,Percentual,7.00,1,Brasil,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
