,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
80,2,Grande Região,2,%,2.6,4,Sul,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
81,2,Grande Região,1550,Milhões de Reais,34604,5,Centro-Oeste,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
82,2,Grande Região,1550,Milhões de Reais,23607,5,Centro-Oeste,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
83,2,Grande Região,1550,Milhões de Reais,4462,5,Centro-Oeste,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
84,2,Grande Região,1550,Milhões de Reais,6536,5,Centro-Oeste,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
85,2,Grande Região,2,%,2.2,5,Centro-Oeste,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
86,2,Grande Região,2,%,2.1,5,Centro-Oeste,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
87,2,Grande Região,2,%,7.4,5,Centro-Oeste,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
88,2,Grande Região,2,%,3.4,5,Centro-Oeste,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
89,2,Grande Região,1550,Milhões de Reais,35312,5,Centro-Oeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
90,2,Grande Região,1550,Milhões de Reais,24323,5,Centro-Oeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
91,2,Grande Região,1550,Milhões de Reais,4565,5,Centro-Oeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
92,2,Grande Região,1550,Milhões de Reais,6424,5,Centro-Oeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
93,2,Grande Região,2,%,2.3,5,Centro-Oeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
94,2,Grande Região,2,%,2.2,5,Centro-Oeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
95,2,Grande Região,2,%,8.2,5,Centro-Oeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
96,2,Grande Região,2,%,3.5,5,Centro-Oeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
97,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Posição na ocupação no trabalho principal (Código),Posição na ocupação no trabalho principal
